run_id,phase,mean_voltage,std_voltage,ci95_voltage_low,ci95_voltage_high,mean_current,std_current,ci95_current_low,ci95_current_high,mean_power,std_power,ci95_power_low,ci95_power_high,mean_energy,std_energy,ci95_energy_low,ci95_energy_high
Kyber512_run02_waveform,active,5.394772727272727,0.004176503539826294,5.39196691401655,5.3975785405289045,0.5927219090909092,0.011166269712437962,0.5852203070253422,0.6002235111564761,3.197641363636364,0.06251663963981544,3.155642113651209,3.239640613621519,0.20544645454545452,0.13611734560397779,0.1140015774971326,0.29689133159377645
Kyber512_run02_waveform,idle_post,5.3969,0.0013887301496588137,5.3965053272583345,5.397294672741665,0.42691007999999997,0.008024730873076433,0.42462947671967216,0.4291906832803278,2.3039878799999998,0.043166891250946256,2.2917199852449546,2.316255774755045,1.13266252,0.4292417965805326,1.010673351164475,1.254651688835525
Kyber512_run14_waveform,active,5.395340909090909,0.0034501317497900043,5.393023079043165,5.397658739138653,0.596428090909091,0.0034420545159699494,0.5941156872208626,0.5987404945973194,3.217941818181818,0.020326068079282757,3.204286579842146,3.23159705652149,0.20582963636363638,0.1362935280893944,0.11426639831109783,0.2973928744161749
Kyber512_run14_waveform,idle_post,5.395925,0.004372703478888674,5.394682291421285,5.397167708578715,0.42865139999999996,0.0014628300220700257,0.4282356683076029,0.429067131692397,2.31297114,0.00799804344189047,2.3106981212036968,2.3152441587963035,1.13336616,0.4293085587319504,1.0113580175709758,1.2553743024290243
Kyber512_run18_waveform,active,5.395795454545453,0.0024541245430351865,5.394146751243877,5.39744415784703,0.6026696363636364,0.021694209491349196,0.5880952681169271,0.6172440046103456,3.2519055454545462,0.11776543156492372,3.1727896520155965,3.331021438893496,0.20814218181818187,0.1387038305295266,0.11495968055338217,0.30132468308298155
Kyber512_run18_waveform,idle_post,5.39595,0.0031294356275435834,5.3950606242351755,5.3968393757648245,0.42872288000000003,0.0007396742978762834,0.4285126668904526,0.42893309310954747,2.3133678399999997,0.004030185281404438,2.3122224740159596,2.31451320598404,1.1387254,0.4295492507873806,1.0166488536456797,1.2608019463543203
Kyber512_run17_waveform,active,5.396704545454546,0.0023896081839345712,5.395099184832768,5.398309906076324,0.5940223636363636,0.00793356205336199,0.5886925241268888,0.5993522031458385,3.205777272727273,0.04393980279676023,3.1762581115472757,3.2352964339072705,0.2056612727272727,0.13618431506094297,0.1141714049855825,0.2971511404689629
Kyber512_run17_waveform,idle_post,5.395824999999999,0.004570940264098812,5.394525953150284,5.397124046849715,0.4290447399999999,0.0011187370942819595,0.42872679843567857,0.4293626815643213,2.31505144,0.006441920699003106,2.3132206663939905,2.3168822136060094,1.13349108,0.4297066059264747,1.0113698138099532,1.2556123461900468
Kyber512_run28_waveform,active,5.397272727272727,0.0021519019071931955,5.3958270599005775,5.398718394644877,0.5965743636363636,0.005141354632248715,0.5931203545964308,0.6000283726762965,3.219877,0.028093815814160972,3.201003317725747,3.2387506822742527,0.20603445454545455,0.13655753280530786,0.11429385571145378,0.2977750533794553
Kyber512_run28_waveform,idle_post,5.396775,0.0014081124288368794,5.39637481887554,5.39717518112446,0.42974577999999997,0.005131993881086589,0.42828728347657186,0.4312042765234281,2.3192412,0.02768387097799964,2.311373530920103,2.327108869079897,1.1345034400000003,0.4299322767613409,1.0123180388683073,1.2566888411316932
Kyber512_run12_waveform,active,5.397159090909091,0.001379640928252428,5.396232235521961,5.398085946296221,0.5931770909090909,0.008519300622170186,0.5874537468747558,0.5989004349434259,3.201476363636364,0.046356687865447756,3.170333516974069,3.232619210298659,0.20527472727272722,0.13609910952470697,0.11384210138915853,0.2967073531562959
Kyber512_run12_waveform,idle_post,5.3958,0.003692242280948629,5.394750676354026,5.3968493236459745,0.42860855999999997,0.0011086173988995695,0.42829349442128484,0.4289236255787151,2.31268674,0.006305134457159268,2.310894840613798,2.3144786393862025,1.13237072,0.42954669877299384,1.0102948989201437,1.2544465410798562
Kyber512_run27_waveform,active,5.395795454545454,0.004303803814386475,5.3929041198011545,5.398686789289754,0.596948,0.002965287102457384,0.5949558930183806,0.5989401069816195,3.2210191818181824,0.018031956742506787,3.2089051484454143,3.2331332151909504,0.20581072727272726,0.1364555719771757,0.11413862665510678,0.29748282789034775
Kyber512_run27_waveform,idle_post,5.396975000000001,0.002902431246878576,5.3961501381663455,5.397799861833657,0.42914500000000005,0.0009946113177866933,0.4288623345910446,0.4294276654089555,2.31608546,0.005733791893499377,2.3144559343738007,2.3177149856261994,1.1344317199999998,0.43024081585691765,1.0121586330275465,1.2567048069724531
