run_id,phase,mean_energy
ML-DSA-65_run08_waveform,active,3.8619861063829775
ML-DSA-65_run16_waveform,active,3.825643295698925
ML-DSA-65_run05_waveform,active,3.8745349947089935
ML-DSA-65_run12_waveform,active,3.902530765625
ML-DSA-65_run13_waveform,active,3.7711211467391306
ML-DSA-65_run25_waveform,active,3.843462190476192
ML-DSA-65_run06_waveform,active,3.9339831249999992
ML-DSA-65_run29_waveform,active,3.913899147368421
ML-DSA-65_run19_waveform,active,3.967436994818653
ML-DSA-65_run03_waveform,active,3.7977900106951874
ML-DSA-65_run02_waveform,active,3.757562795698925
ML-DSA-65_run10_waveform,active,3.920318125
ML-DSA-65_run24_waveform,active,3.896539489473685
ML-DSA-65_run15_waveform,active,3.8692993227513215
ML-DSA-65_run04_waveform,active,3.80618897311828
ML-DSA-65_run27_waveform,active,3.827624962365591
ML-DSA-65_run26_waveform,active,3.787271076086957
ML-DSA-65_run17_waveform,active,3.813335435483871
ML-DSA-65_run14_waveform,active,3.801372335135135
ML-DSA-65_run18_waveform,active,3.812942382978724
ML-DSA-65_run01_waveform,active,3.8822330526315794
ML-DSA-65_run09_waveform,active,3.8178126774193535
ML-DSA-65_run07_waveform,active,3.903510780104712
ML-DSA-65_run21_waveform,active,3.678597296089386
ML-DSA-65_run28_waveform,active,3.762767699453552
ML-DSA-65_run30_waveform,active,3.910162927083333
ML-DSA-65_run23_waveform,active,3.898118373684211
ML-DSA-65_run20_waveform,active,3.862168207446809
ML-DSA-65_run22_waveform,active,3.903404915789474
ML-DSA-65_run11_waveform,active,3.857823074468086
ALL_RUNS,active,3.849705513920908
