run_id,phase,mean_voltage,std_voltage,ci95_voltage_low,ci95_voltage_high,mean_current,std_current,ci95_current_low,ci95_current_high,mean_power,std_power,ci95_power_low,ci95_power_high,mean_energy,std_energy,ci95_energy_low,ci95_energy_high
ML-DSA-44_run30_waveform,active,5.3969275700934585,0.002889883408603782,5.3963736808454055,5.3974814593415115,0.6025208878504673,0.004840123632693352,0.6015932059822592,0.6034485697186754,3.2517628971962615,0.02631259946673605,3.2467196951454227,3.2568060992471004,2.199236214953271,1.2878967955693326,1.9523915894765946,2.4460808404299477
ML-DSA-44_run30_waveform,idle_post,5.395975000000001,0.003492795062258749,5.394982358626416,5.396967641373585,0.39177217999999997,0.03928720096443624,0.3806068810246784,0.40293747897532156,2.11403194,0.2123802082493016,2.0536741526460203,2.1743897273539794,5.09750244,0.3925680676926294,4.98593582959372,5.20906905040628
ML-DSA-44_run13_waveform,active,5.396261363636364,0.0031013807156845116,5.3956752858432075,5.39684744142952,0.601302718181818,0.0023421705691293606,0.6008601107484872,0.6017453256151488,3.2447882545454543,0.01311262497491548,3.2423103200342482,3.2472661890566603,2.255088409090909,1.3209245344721283,2.005469092064102,2.504707726117716
ML-DSA-44_run13_waveform,idle_post,5.3969000000000005,0.0015616579363625718,5.396456181725126,5.397343818274875,0.38418402,0.03800586956252513,0.3733828713799495,0.3949851686200505,2.07339596,0.20503975046117776,2.015124307667304,2.131667612332696,5.19554428,0.38217908258569366,5.086930186492903,5.304158373507097
ML-DSA-44_run05_waveform,active,5.395795454545455,0.004104872610604528,5.395019743692337,5.396571165398574,0.6011564545454544,0.003228382370053568,0.6005463768451139,0.6017665322457949,3.2437154363636362,0.01719917164611213,3.240465254110458,3.2469656186168145,2.2536144363636366,1.3198762441379557,2.004193218100561,2.503035654626712
ML-DSA-44_run05_waveform,idle_post,5.395975,0.0022057728064035454,5.395348126304482,5.396601873695518,0.4302357,0.0009409821453987182,0.4299682758332001,0.4305031241667999,2.3215411400000003,0.005139905585609488,2.320080394995025,2.3230018850049756,5.23949592,0.431048962606567,5.116993160262518,5.361998679737483
ML-DSA-44_run16_waveform,active,5.396486486486486,0.002497234342463585,5.396016754618172,5.3969562183548,0.5930634504504505,0.03509897665168103,0.5864613035881505,0.5996655973127505,3.200460945945946,0.18944503208068453,3.16482617697413,3.236095714917762,2.219917666666667,1.3312097448866462,1.969516000330744,2.47031933300259
ML-DSA-44_run16_waveform,idle_post,5.396575,0.0022560858736731964,5.395933827488974,5.397216172511027,0.43144081999999995,0.002018804886813091,0.43086708199930823,0.43201455800069166,2.3283024,0.010874393085574576,2.325211931679655,2.331392868320345,5.230626160000001,0.43223631286814784,5.107785959051805,5.353466360948197
ML-DSA-44_run27_waveform,active,5.395648148148148,0.004131602198362096,5.39486002466524,5.396436271631057,0.6037744537037036,0.004226016538406271,0.6029683202200884,0.6045805871873189,3.25775424074074,0.022870794845334733,3.253391523899913,3.262116957581567,2.2232383055555553,1.3029859401253656,1.9746873154046745,2.471789295706436
ML-DSA-44_run27_waveform,idle_post,5.396374999999998,0.0017722708251142229,5.395871326204414,5.396878673795582,0.43215250000000005,0.0011428266469145601,0.4318277122605702,0.4324772877394299,2.33205698,0.006342362536989893,2.3302545005105735,2.3338594594894264,5.18276946,0.43308319192554295,5.059688578686707,5.305850341313294
