run_id,phase,mean_voltage,std_voltage,ci95_voltage_low,ci95_voltage_high,mean_current,std_current,ci95_current_low,ci95_current_high,mean_power,std_power,ci95_power_low,ci95_power_high,mean_energy,std_energy,ci95_energy_low,ci95_energy_high
Dilithium2_run14_waveform,active,5.386686507936509,0.003079579023770173,5.38591092600291,5.387462089870108,0.608530111111111,0.004430935105235686,0.6074141945556197,0.6096460276666023,3.2779611587301587,0.0239135344901817,3.2719386130588455,3.283983704401472,1.2961200000000002,0.766368002926687,1.1031127178454554,1.489127282154545
Dilithium2_run14_waveform,idle_post,5.386400000000001,0.004667790195169714,5.38507342870442,5.387726571295582,0.4337508799999999,0.0061909747761708465,0.43199142443615873,0.43551033556384106,2.33636152,0.03382716826375643,2.3267479451491155,2.3459750948508846,3.3218598999999993,0.43494024363598804,3.198251250430105,3.4454685495698936
Dilithium2_run18_waveform,active,5.395423387096774,0.003834054885378297,5.394449719468085,5.396397054725464,0.6097916451612904,0.0038304347700702413,0.6088188968697504,0.6107643934528303,3.2900872580645166,0.021287984075479896,3.284681122369019,3.2954933937600144,1.279548564516129,0.7571651478171747,1.0872646207435412,1.471832508288717
Dilithium2_run18_waveform,idle_post,5.396425000000001,0.0022729835198770183,5.395779025231058,5.397070974768943,0.43282117999999997,0.0008458097844247108,0.4325808035189189,0.433061556481081,2.33568694,0.0046168858282860485,2.334374835565418,2.336999044434582,3.2904176999999994,0.43553838031577863,3.166639061866552,3.414196338133447
Dilithium2_run29_waveform,active,5.396567164179104,0.002190536675607615,5.396032850300788,5.3971014780574205,0.5881558656716417,0.06372619090744866,0.5726118263532155,0.6036999049900679,3.1740182686567167,0.3438734816835534,3.0901409359032774,3.257895601410156,1.3036763731343284,0.8101814513951692,1.106057589456578,1.5012951568120787
Dilithium2_run29_waveform,idle_post,5.396649999999999,0.0019470018814912865,5.396096668187635,5.397203331812364,0.43250648,0.00144016144559829,0.4320971906457548,0.43291576935424525,2.3340859199999997,0.007782695500838707,2.3318741024113807,2.3362977375886187,3.41374398,0.43570272799197923,3.2899186347737683,3.5375693252262317
Dilithium2_run27_waveform,active,5.395578358208955,0.0034633385526610413,5.394733583558706,5.396423132859205,0.5871738059701493,0.055484338101693106,0.5736401125118014,0.6007074994284973,3.1681365373134325,0.2993015508614523,3.0951311527390883,3.2411419218877766,1.299963208955224,0.8070482694434783,1.1031086684050693,1.4968177495053787
Dilithium2_run27_waveform,idle_post,5.39575,0.0028571428571428077,5.3949380089842975,5.396561991015702,0.4331823,0.0017138401355447615,0.4326952320226558,0.43366936797734423,2.3373439200000004,0.009391232450123094,2.334674961268446,2.340012878731555,3.4088762399999997,0.4365768830713653,3.2848024626489907,3.5329500173510087
Dilithium2_run24_waveform,active,5.38938492063492,0.007201285923028717,5.387571300261008,5.391198541008832,0.6088139523809525,0.005720166057336303,0.6073733472147882,0.6102545575471168,3.2811468253968257,0.03252688151982151,3.2729550363671054,3.289338614426546,1.2970522698412699,0.767672264601625,1.1037165136375258,1.490388026045014
Dilithium2_run24_waveform,idle_post,5.395675,0.004511959730787171,5.394392715232387,5.396957284767613,0.4329105999999999,0.0009391971386807597,0.43264368312649626,0.4331775168735036,2.3358447200000003,0.005464555007519295,2.33429171065018,2.3373977293498207,3.32696728,0.43603326971904244,3.2030479958543268,3.450886564145673
