timestamp,algorithm,run,memory_kb,cpu_percent,elapsed_time,user_time,system_time
2026-04-17T22:54:28.265437,SPHINCS+-SHA2-128f-simple,9,1560,99,1:17.43,77.42,0.0
2026-04-17T22:55:43.441407,SPHINCS+-SHA2-128f-simple,10,1432,99,1:15.17,75.16,0.0
2026-04-17T22:56:58.895130,SPHINCS+-SHA2-128f-simple,11,1372,99,1:15.45,75.42,0.0
2026-04-17T22:58:15.744631,SPHINCS+-SHA2-128f-simple,12,1560,99,1:16.84,76.83,0.0
2026-04-17T22:59:31.154616,SPHINCS+-SHA2-128f-simple,13,1436,99,1:15.40,75.4,0.0
2026-04-17T23:00:46.755505,SPHINCS+-SHA2-128f-simple,14,1436,99,1:15.59,75.59,0.0
2026-04-17T23:02:02.039002,SPHINCS+-SHA2-128f-simple,15,1552,99,1:15.28,75.27,0.0
2026-04-17T23:03:17.217648,SPHINCS+-SHA2-128f-simple,16,1560,99,1:15.17,75.17,0.0
2026-04-17T23:04:34.792824,SPHINCS+-SHA2-128f-simple,17,1436,99,1:17.57,77.55,0.0
2026-04-17T23:05:50.291024,SPHINCS+-SHA2-128f-simple,18,1436,99,1:15.49,75.48,0.0
2026-04-17T23:07:05.809816,SPHINCS+-SHA2-128f-simple,19,1436,99,1:15.51,75.5,0.0
2026-04-17T23:08:20.985974,SPHINCS+-SHA2-128f-simple,20,1436,99,1:15.17,75.16,0.0
2026-04-17T23:09:36.499887,SPHINCS+-SHA2-128f-simple,21,1560,99,1:15.51,75.5,0.0
2026-04-17T23:10:51.602776,SPHINCS+-SHA2-128f-simple,22,1436,99,1:15.10,75.09,0.0
2026-04-17T23:12:06.903866,SPHINCS+-SHA2-128f-simple,23,1432,99,1:15.29,75.29,0.0
2026-04-17T23:13:22.281279,SPHINCS+-SHA2-128f-simple,24,1436,99,1:15.37,75.36,0.0
2026-04-17T23:14:37.755317,SPHINCS+-SHA2-128f-simple,25,1436,99,1:15.47,75.46,0.0
2026-04-17T23:15:52.876747,SPHINCS+-SHA2-128f-simple,26,1436,99,1:15.11,75.1,0.0
2026-04-17T23:17:08.060086,SPHINCS+-SHA2-128f-simple,27,1436,99,1:15.18,75.17,0.0
2026-04-17T23:18:23.694628,SPHINCS+-SHA2-128f-simple,28,1436,99,1:15.63,75.62,0.0
2026-04-17T23:19:39.033031,SPHINCS+-SHA2-128f-simple,29,1548,99,1:15.33,75.33,0.0
2026-04-17T23:20:57.662724,SPHINCS+-SHA2-128f-simple,30,1432,99,1:18.62,78.61,0.0
