run_id,phase,mean_energy
ML-KEM-512_run23_waveform,active,0.2013003636363636
ML-KEM-512_run19_waveform,active,0.2008982727272727
ML-KEM-512_run10_waveform,active,0.2013960909090909
ML-KEM-512_run03_waveform,active,0.2007352727272727
ML-KEM-512_run25_waveform,active,0.2011564545454545
ML-KEM-512_run06_waveform,active,0.2013048181818182
ML-KEM-512_run21_waveform,active,0.2016485454545454
ML-KEM-512_run26_waveform,active,0.2017197272727272
ML-KEM-512_run05_waveform,active,0.2013733636363636
ML-KEM-512_run17_waveform,active,0.2019024545454545
ML-KEM-512_run01_waveform,active,0.2017554545454545
ML-KEM-512_run30_waveform,active,0.2009056363636363
ML-KEM-512_run13_waveform,active,0.2015878181818181
ML-KEM-512_run24_waveform,active,0.2015259999999999
ML-KEM-512_run09_waveform,active,0.2011521818181818
ML-KEM-512_run27_waveform,active,0.2014866363636364
ML-KEM-512_run28_waveform,active,0.2015621818181817
ML-KEM-512_run14_waveform,active,0.2016554545454545
ML-KEM-512_run12_waveform,active,0.2015424545454545
ML-KEM-512_run20_waveform,active,0.2020637272727272
ML-KEM-512_run07_waveform,active,0.2016704545454545
ML-KEM-512_run29_waveform,active,0.2014750909090909
ML-KEM-512_run04_waveform,active,0.2008846363636363
ML-KEM-512_run02_waveform,active,0.2016326363636363
ML-KEM-512_run11_waveform,active,0.2012865454545455
ML-KEM-512_run08_waveform,active,0.2009734545454545
ML-KEM-512_run22_waveform,active,0.2017087272727273
ML-KEM-512_run18_waveform,active,0.2016314545454545
ML-KEM-512_run16_waveform,active,0.2010974545454545
ML-KEM-512_run15_waveform,active,0.1815602999999999
ALL_RUNS,active,0.2008114589665653
